rayT ECK022 JW0218 tnpAREP yafM ,unknown,N/A,247637,248134,F
lfhA ECK0230 fhiA JW5811 ,unknown,N/A,250070,248358,R
lafU ECK0231 JW5812 mbhA ,unknown,N/A,250072,250827,F
dinB dinP ECK0232 JW0221 ,unknown,N/A,250898,251953,F
yafN ECK0233 JW0222 ,unknown,N/A,252005,252298,F
yafO ECK0234 JW0223 ,unknown,N/A,252301,252699,F
yafP ECK0235 JW0224 ,unknown,N/A,252709,253161,F
ykfJ ECK0236 JW0225 ,unknown,N/A,253479,253685,F
prfH ECK0237 JW0226 ,unknown,N/A,253702,254202,F
pepD ECK0238 JW0227 pepH ,F,N/A,255716,254259,R
gpt ECK023 gpp gxu JW0228 ,F,N/A,255977,256435,F
frsA ECK0240 JW022 yafA ,unknown,N/A,256527,257771,F
crl ECK0241 JW0230 ,T,Activator,257829,257899,F
phoE ECK0242 JW0231 ompE ,unknown,N/A,260100,259045,R
proB ECK0243 JW0232 pro ,F,N/A,260388,261491,F
proA ECK0244 JW0233 pro ,F,N/A,261503,262756,F
thrW ECK0245 JWR0008 ,unknown,N/A,262871,262946,F
ykfN ECK4458 ,unknown,N/A,263212,263150,R
ykfI ECK0246 JW0234 ,unknown,N/A,263669,263328,R
yafW ECK0247 JW0235 ,unknown,N/A,264007,263690,R
ykfH ECK0248 JW556 ,unknown,N/A,264247,264026,R
ykfG ECK024 JW0236 ,unknown,N/A,264732,264256,R
yafX ECK0250 JW5022 ,unknown,N/A,265206,264748,R
ykfF ECK0251 JW5023 ,unknown,N/A,265543,265304,R
ykfB ECK0252 JW023 ,unknown,N/A,266087,265620,R
yafY ECK0253 JW0240 ,T,unknown,266553,266110,R
ykfL ECK4445 ,unknown,N/A,266774,266553,R
ykfK ECK4444 yafY ,T,unknown,266967,266776,R
yafZ ECK0254 JW0242 ,unknown,N/A,268005,267184,R
ykfA ECK0255 JW0243 ,unknown,N/A,268960,268097,R
perR ECK0256 JW0244 ,T,unknown,270182,269289,R
insN ECK0257 insN1 insO ORFAB ,unknown,N/A,270278,270535,F
insI1 ECK0258 ,unknown,N/A,270603,271754,F
eyeA ECK4506 I001 ,unknown,N/A,272580,272654,F
ykfC ECK0260 JW5813 ,unknown,N/A,272847,273954,F
insH1 ECK0261 ,T,Activator,275117,274101,R
mmuP ECK0262 JW5027 ykfD ,unknown,N/A,275325,276728,F
mmuM ECK0263 JW0253 yagD ,unknown,N/A,276715,277647,F
afuC ECK0264 fbpC JW0254 yagC ,unknown,N/A,278802,277756,R
afuB ECK0265 fbpB JW0255 ,unknown,N/A,279161,278814,R
insB1 ECK0022 ,unknown,N/A,279681,279178,R
insA ECK4521 ,T,Repressor,279875,279600,R
insI1 ECK0258 ,unknown,N/A,279931,280104,F
insX ECK4473 ykgN ,unknown,N/A,280362,280114,R
yagB ECK0267 JW025 ,unknown,N/A,280735,280427,R
yagA ECK0268 JW0260 ,T,unknown,281983,280829,R
yagE ECK026 JW0261 ,unknown,N/A,282278,283186,F
yagF ECK0270 JW0262 ,unknown,N/A,283201,285168,F
yagG ECK0271 JW0263 ,unknown,N/A,285395,286777,F
yagH ECK0272 JW0264 ,unknown,N/A,286789,288399,F
yagI ECK0273 JW0265 ,T,Repressor,289162,288404,R
argF Arg5 argD ECK0274 JW0266 ,F,N/A,290305,289301,R
ykgS ECK4504 ,unknown,N/A,290429,290633,F
insB1 ECK0022 ,unknown,N/A,291152,290649,R
insA ECK4523 ,T,Repressor,291346,291071,R
yagJ ECK0275 JW0270 ,unknown,N/A,291404,292231,F
yagK ECK0276 JW0271 ,unknown,N/A,292948,292322,R
yagL ECK0277 JW0272 ,unknown,N/A,293918,293220,R
yagM ECK0278 JW0273 ,unknown,N/A,294799,293945,R
yagN ECK027 JW0274 ,unknown,N/A,295579,295139,R
intF ECK0280 JW0275 yagO ,unknown,N/A,297096,295696,R
ptwF ECK4462 ,unknown,N/A,297206,297254,F
yagP ECK0281 JW0276 ,T,unknown,297719,297381,R
ykgT ECK4508 yagP ,unknown,N/A,297791,297714,R
paoD ECK0282 JW0277 yagQ ,unknown,N/A,298726,297770,R
paoC ECK0283 hsm JW0278 yagR ,F,N/A,300934,298736,R
paoB ECK0284 JW027 yagS ,F,N/A,301887,300931,R
paoA ECK0285 JW0280 yagT ,F,N/A,302573,301884,R
yagU ECK0286 JW0281 ,unknown,N/A,302991,303605,F
ykgJ ECK0287 JW0282 ,unknown,N/A,304182,303853,R
ecpE ECK0288 JW5030 matF yagV ,unknown,N/A,305205,304495,R
ecpD ECK028 JW0284 matE yagW ,unknown,N/A,306817,305174,R
ecpC ECK020 JW0285 matD yagX ,F,N/A,309332,306807,R
ecpB ECK021 JW0286 matC yagY ,unknown,N/A,310026,309358,R
ecpA ECK022 JW0287 matB yagZ ,unknown,N/A,310671,310084,R
ecpR ECK023 JW5031 matA ykgK ,T,unknown,311336,310746,R
ykgL ECK024 JW5033 ,unknown,N/A,312112,312339,F
ykgO ECK025 JW5034 rpmJ2 ,unknown,N/A,312514,312374,R
ykgM ECK026 JW5035 rpmE2 ,unknown,N/A,312777,312514,R
ykgR ECK4486 ,unknown,N/A,313242,313141,R
ykgP ECK4446 ,unknown,N/A,313805,313716,R
eaeH ECK027 JW021 ,unknown,N/A,314357,315228,F
insE1 ECK028 ,unknown,N/A,315291,315590,F
insF1 ECK02 ,unknown,N/A,315587,316453,F
ykgA ECK0300 JW5037 ,T,Repressor,317169,316486,R
ykgQ ECK4454 ,unknown,N/A,317439,317567,F
rclC ECK0301 JW5038 ,unknown,N/A,318319,317726,R
rclB ECK0302 JW503 ykgB ykgI ,unknown,N/A,318567,318331,R
rclA ECK0303 JW5040 ykgC ,F,N/A,320001,318676,R
rclR ECK0304 JW028 ykgD ,T,Activator,320227,321081,F
ykgE ECK0305 JW5041 ,unknown,N/A,321608,322327,F
ykgF ECK0306 JW0300 ,unknown,N/A,322338,323765,F
ykgG ECK0307 JW5042 ,unknown,N/A,323758,324453,F
ykgH ECK0308 JW0302 ,unknown,N/A,325364,324696,R
betA ECK030 JW0303 ,F,N/A,327247,325577,R
betB ECK0310 JW0304 ,F,N/A,328733,327261,R
betI ECK0311 JW0305 ,T,Repressor,329334,328747,R
betT ECK0312 JW0306 ,unknown,N/A,329463,331496,F
yahA ECK0313 JW0307 ,T,unknown,332371,333459,F
yahB ECK0314 JW0308 ,T,Both,334433,333501,R
yahC ECK0315 JW030 ,unknown,N/A,335022,334525,R
yahD ECK0316 JW0310 ,T,unknown,335280,335885,F
yahE ECK0317 JW0311 ,unknown,N/A,335925,336788,F
yahF ECK0318 JW0312 ,F,N/A,336778,338325,F
yahG ECK031 JW0313 ,unknown,N/A,338325,339743,F
yahI ECK0321 JW0315 ,F,N/A,340165,341115,F
yahJ ECK0322 JW0316 ,F,N/A,341125,342507,F
yahK ECK0323 JW0317 ,F,N/A,342884,343933,F
yahL ECK0324 JW0318 ,unknown,N/A,344176,344991,F
yahM ECK0325 JW5044 ,unknown,N/A,345404,345649,F
yahN ECK0326 JW0320 ,unknown,N/A,346337,345666,R
yahO ECK0327 JW0321 ,unknown,N/A,346484,346759,F
prpR ECK0328 JW0322 yahP ,T,Repressor,348443,346857,R
prpB ECK032 JW0323 yahQ ,F,N/A,348682,349572,F
prpC ECK0330 JW0324 yahS yzzD ,F,N/A,350012,351181,F
prpD acnC ECK0331 JW0325 yahT ,unknown,N/A,351215,352666,F
prpE ECK0332 JW0326 yahU ,F,N/A,352706,354592,F
codB ECK0333 JW0327 ,unknown,N/A,354922,356181,F
codA ECK0334 JW0328 ,F,N/A,356171,357454,F
cynR ECK0335 JW584 ,T,Both,358690,357791,R
cynT ECK0336 JW0330 ,F,N/A,358799,359458,F
cynS cnt ECK0337 JW0331 ,F,N/A,359489,359959,F
cynX ECK0338 JW0332 ,unknown,N/A,359992,361146,F
lacA ECK033 JW0333 ,F,N/A,361860,361249,R
lacY ECK0340 JW0334 ,unknown,N/A,363179,361926,R
lacZ ECK0341 JW0335 ,F,N/A,366305,363231,R
lacI ECK0342 JW0336 ,T,Repressor,367510,366428,R
mhpR ECK0343 JW0337 ,T,Activator,368420,367587,R
mhpA ECK0344 JW0338 ,F,N/A,368611,370275,F
mhpB ECK0345 JW033 ,F,N/A,370277,371221,F
mhpC ECK0346 JW0340 ,F,N/A,371239,372105,F
mhpD ECK0347 JW0341 mhpS ,F,N/A,372115,372924,F
mhpF ECK0348 JW0342 ,F,N/A,372921,373871,F
mhpE ECK034 JW0343 ,F,N/A,373868,374881,F
mhpT ECK0350 JW5046 yaiK ,unknown,N/A,375459,376670,F
yaiL ECK0351 JW0345 ,F,N/A,376772,377311,F
frmB ECK0352 JW0346 yaiM ,F,N/A,378368,377535,R
frmA adhC ECK0353 JW0347 ,F,N/A,379571,378462,R
frmR ECK0354 JW0348 yaiN ,T,Repressor,379881,379606,R
yaiO ECK0355 JW034 ,unknown,N/A,380842,380069,R
yaiX ECK0356 JW0350 yaiF ,unknown,N/A,381260,380844,R
insC1 ECK0357 ,T,Repressor,381351,381716,F
insD1 ECK0358 ,unknown,N/A,381674,382579,F
yaiP ECK0360 JW0355 ,F,N/A,383935,382739,R
yaiS ECK0361 JW0356 ,F,N/A,384616,384059,R
tauA ECK0362 JW0357 ssiA yaiR ,unknown,N/A,385232,386194,F
tauB ECK0363 JW0358 ssiB yaiQ ,unknown,N/A,386207,386974,F
tauC ECK0364 JW035 ssiC yaiJ ,unknown,N/A,386971,387798,F
tauD ECK0365 JW0360 ssiD yaiG ,F,N/A,387795,388646,F
hemB ECK0366 JW0361 ncf ,F,N/A,389727,388753,R
yaiT ECK0368 JW0362 yaiU ,unknown,N/A,390251,391708,F
insF1 ECK02 ,unknown,N/A,392605,391739,R
insE1 ECK028 ,unknown,N/A,392901,392602,R
yaiV ECK0370 JW0366 ,T,unknown,394506,395129,F
ampH ECK0371 JW5052 yaiH ,F,N/A,396287,395130,R
sbmA ECK0372 JW0368 ,unknown,N/A,396639,397859,F
yaiW ECK0373 JW036 ,unknown,N/A,397872,398966,F
yaiY ECK0374 JW0370 ,unknown,N/A,399333,399025,R
yaiZ ECK0375 JW5053 ,unknown,N/A,399593,399805,F
ddlA ECK0376 JW0372 ,F,N/A,400923,399829,R
iraP ECK0377 JW0373 yaiB ,unknown,N/A,401386,401646,F
phoA ECK0378 JW0374 psiA ,F,N/A,401747,403162,F
psiF ECK037 JW5054 ,unknown,N/A,403281,403601,F
yaiC adrA ECK0380 JW0376 ,unknown,N/A,403703,404818,F
proC ECK0381 JW0377 pro Pro2 ,F,N/A,405644,404835,R
yaiI ECK0382 JW0378 ,unknown,N/A,405764,406222,F
aroL ECK0383 JW037 ,F,N/A,406405,406929,F
yaiA ECK0384 JW0380 ,unknown,N/A,406979,407170,F
aroM ECK0385 JW0381 ,unknown,N/A,407428,408105,F
yaiE ECK0386 JW0382 ,unknown,N/A,408177,408461,F
ykiA ECK0387 JW0383 ,unknown,N/A,408609,408950,F
rdgC ECK0388 JW0384 yaiD ,unknown,N/A,410019,409108,R
mak ECK038 JW0385 yajF ,T,unknown,410144,411052,F
araJ ECK030 JW0386 ,unknown,N/A,412481,411297,R
sbcC ECK031 JW0387 rmuA ,F,N/A,415753,412607,R
sbcD ECK032 JW0388 yajA ,F,N/A,416952,415750,R
phoB ECK033 JW038 phoRc ,T,Activator,417142,417831,F
phoR ECK034 JW030 nmpB phoR1 R1pho ,T,unknown,417889,419184,F
brnQ ECK035 hrbA JW031 ,unknown,N/A,419591,420910,F
proY ECK036 hisY JW5055 yajM ,unknown,N/A,420986,422359,F
malZ ECK037 JW033 ,F,N/A,422518,424332,F
acpH acpD ECK038 JW034 yajB ,F,N/A,424918,424337,R
queA ECK03 JW035 ,F,N/A,425011,426081,F
tgt ECK0400 JW036 vacC ,F,N/A,426137,427264,F
yajC ECK0401 JW037 ,unknown,N/A,427287,427619,F
secD ECK0402 JW038 ,unknown,N/A,427647,429494,F
secF ECK0403 JW03 ,unknown,N/A,429505,430476,F
yajD ECK0404 JW0400 ,unknown,N/A,430605,430952,F
tsx ECK0405 JW0401 nupA T6rec ,unknown,N/A,432013,431129,R
yajI ECK0406 JW5056 ,unknown,N/A,432851,432312,R
nrdR ECK0407 JW0403 ribX ybaD ,T,Repressor,433002,433451,F
ribD ECK0408 JW0404 ribG ybaE ,F,N/A,433455,434558,F
ribE ECK040 JW0405 ribH ybaF ,F,N/A,434647,435117,F
nusB ECK0410 groNB JW0406 ssaD ssyB ,T,unknown,435137,435556,F
thiL ECK0411 JW0407 ,F,N/A,435634,436611,F
